index	id	scrollable	bottom_before	bottom_after	bottom_filename	status
1	home	yes	26	0	01_home_bottom.bmp	ok
2	pi_connect_wallet	yes	26	0	02_pi_connect_wallet_bottom.bmp	ok
3	connect_okx	yes	26	0	03_connect_okx_bottom.bmp	ok
4	connect_bitget	yes	26	0	04_connect_bitget_bottom.bmp	ok
5	connect_metamask	yes	26	0	05_connect_metamask_bottom.bmp	ok
6	connect_rabby	yes	26	0	06_connect_rabby_bottom.bmp	ok
7	connect_tokenpocket	yes	26	0	07_connect_tokenpocket_bottom.bmp	ok
8	web3_okx_mnemonic	yes	26	0	08_web3_okx_mnemonic_bottom.bmp	ok
9	web3_okx_satochip	yes	26	0	09_web3_okx_satochip_bottom.bmp	ok
10	web3_bitget_mnemonic	yes	26	0	10_web3_bitget_mnemonic_bottom.bmp	ok
11	web3_bitget_satochip	yes	26	0	11_web3_bitget_satochip_bottom.bmp	ok
12	web3_metamask_mnemonic	yes	26	0	12_web3_metamask_mnemonic_bottom.bmp	ok
13	web3_metamask_satochip	yes	26	0	13_web3_metamask_satochip_bottom.bmp	ok
14	web3_rabby_mnemonic	yes	26	0	14_web3_rabby_mnemonic_bottom.bmp	ok
15	web3_rabby_satochip	yes	26	0	15_web3_rabby_satochip_bottom.bmp	ok
16	web3_tokenpocket_mnemonic	yes	26	0	16_web3_tokenpocket_mnemonic_bottom.bmp	ok
17	web3_tokenpocket_satochip	yes	26	0	17_web3_tokenpocket_satochip_bottom.bmp	ok
18	btc_wallet	yes	26	0	18_btc_wallet_bottom.bmp	ok
19	btc_mnemonic	yes	26	0	19_btc_mnemonic_bottom.bmp	ok
20	btc_satochip	yes	26	0	20_btc_satochip_bottom.bmp	ok
21	btc_bluewallet_zpub	yes	26	0	21_btc_bluewallet_zpub_bottom.bmp	ok
22	btc_bluewallet_xpub	yes	26	0	22_btc_bluewallet_xpub_bottom.bmp	ok
23	btc_satochip_zpub	yes	26	0	23_btc_satochip_zpub_bottom.bmp	ok
24	btc_satochip_xpub	yes	26	0	24_btc_satochip_xpub_bottom.bmp	ok
25	custom_derivation	no	0	0		not_scrollable
26	pi_mnemonic_tools	yes	26	0	26_pi_mnemonic_tools_bottom.bmp	ok
27	mnemonic_write_smartcard	yes	26	0	27_mnemonic_write_smartcard_bottom.bmp	ok
28	smartcard_tools	yes	26	0	28_smartcard_tools_bottom.bmp	ok
29	smartcard_satochip_tools	yes	26	0	29_smartcard_satochip_tools_bottom.bmp	ok
30	smartcard_satochip_write_mnemonic	yes	26	0	30_smartcard_satochip_write_mnemonic_bottom.bmp	ok
31	smartcard_satochip_maint	yes	26	0	31_smartcard_satochip_maint_bottom.bmp	ok
32	smartcard_satochip_advanced_tools	yes	26	0	32_smartcard_satochip_advanced_tools_bottom.bmp	ok
33	smartcard_satochip_pubkey_tools	yes	26	0	33_smartcard_satochip_pubkey_tools_bottom.bmp	ok
34	smartcard_satochip_2fa_tools	yes	26	0	34_smartcard_satochip_2fa_tools_bottom.bmp	ok
35	smartcard_satochip_session_tools	yes	26	0	35_smartcard_satochip_session_tools_bottom.bmp	ok
36	smartcard_satochip_seedkeeper_tools	yes	26	0	36_smartcard_satochip_seedkeeper_tools_bottom.bmp	ok
37	smartcard_satochip_certificate_tools	yes	26	0	37_smartcard_satochip_certificate_tools_bottom.bmp	ok
38	smartcard_satochip_change_pin	yes	26	0	38_smartcard_satochip_change_pin_bottom.bmp	ok
39	smartcard_satochip_unblock_pin	yes	26	0	39_smartcard_satochip_unblock_pin_bottom.bmp	ok
40	smartcard_satochip_set_label	yes	26	0	40_smartcard_satochip_set_label_bottom.bmp	ok
41	smartcard_satochip_nfc_policy	yes	26	0	41_smartcard_satochip_nfc_policy_bottom.bmp	ok
42	smartcard_satochip_feature_policy	yes	26	0	42_smartcard_satochip_feature_policy_bottom.bmp	ok
43	smartcard_satochip_reset_seed	yes	26	0	43_smartcard_satochip_reset_seed_bottom.bmp	ok
44	smartcard_satochip_reset_factory	yes	26	0	44_smartcard_satochip_reset_factory_bottom.bmp	ok
45	smartcard_satochip_authenticity	yes	26	0	45_smartcard_satochip_authenticity_bottom.bmp	ok
46	smartcard_satochip_setup_pin	yes	26	0	46_smartcard_satochip_setup_pin_bottom.bmp	ok
47	smartcard_satochip_export_authentikey	yes	26	0	47_smartcard_satochip_export_authentikey_bottom.bmp	ok
48	smartcard_satochip_import_ndef_authentikey	yes	26	0	48_smartcard_satochip_import_ndef_authentikey_bottom.bmp	ok
49	smartcard_satochip_import_trusted_pubkey	yes	26	0	49_smartcard_satochip_import_trusted_pubkey_bottom.bmp	ok
50	smartcard_satochip_export_trusted_pubkey	yes	26	0	50_smartcard_satochip_export_trusted_pubkey_bottom.bmp	ok
51	smartcard_satochip_set_2fa_key	yes	26	0	51_smartcard_satochip_set_2fa_key_bottom.bmp	ok
52	smartcard_satochip_reset_2fa_key	yes	26	0	52_smartcard_satochip_reset_2fa_key_bottom.bmp	ok
53	smartcard_satochip_logout_all	yes	26	0	53_smartcard_satochip_logout_all_bottom.bmp	ok
54	smartcard_seedkeeper_status_page	yes	26	0	54_smartcard_seedkeeper_status_page_bottom.bmp	ok
55	smartcard_seedkeeper_free_space	yes	26	0	55_smartcard_seedkeeper_free_space_bottom.bmp	ok
56	smartcard_seedkeeper_list_page	yes	26	0	56_smartcard_seedkeeper_list_page_bottom.bmp	ok
57	smartcard_seedkeeper_advanced_tools	yes	26	0	57_smartcard_seedkeeper_advanced_tools_bottom.bmp	ok
58	smartcard_seedkeeper_setup_pin	yes	26	0	58_smartcard_seedkeeper_setup_pin_bottom.bmp	ok
59	smartcard_seedkeeper_create_mnemonic	yes	26	0	59_smartcard_seedkeeper_create_mnemonic_bottom.bmp	ok
60	smartcard_seedkeeper_write_mnemonic	yes	26	0	60_smartcard_seedkeeper_write_mnemonic_bottom.bmp	ok
61	smartcard_seedkeeper_view_mnemonic	yes	26	0	61_smartcard_seedkeeper_view_mnemonic_bottom.bmp	ok
62	smartcard_seedkeeper_load_mnemonic	yes	26	0	62_smartcard_seedkeeper_load_mnemonic_bottom.bmp	ok
63	smartcard_seedkeeper_save_password	yes	26	0	63_smartcard_seedkeeper_save_password_bottom.bmp	ok
64	smartcard_seedkeeper_load_descriptor	yes	26	0	64_smartcard_seedkeeper_load_descriptor_bottom.bmp	ok
65	smartcard_seedkeeper_save_descriptor	yes	26	0	65_smartcard_seedkeeper_save_descriptor_bottom.bmp	ok
66	smartcard_seedkeeper_clone	yes	26	0	66_smartcard_seedkeeper_clone_bottom.bmp	ok
67	smartcard_seedkeeper_change_pin	yes	26	0	67_smartcard_seedkeeper_change_pin_bottom.bmp	ok
68	smartcard_seedkeeper_reset	yes	26	0	68_smartcard_seedkeeper_reset_bottom.bmp	ok
69	smartcard_seedkeeper_generate_masterseed	yes	26	0	69_smartcard_seedkeeper_generate_masterseed_bottom.bmp	ok
70	smartcard_seedkeeper_generate_2fa_secret	yes	26	0	70_smartcard_seedkeeper_generate_2fa_secret_bottom.bmp	ok
71	smartcard_seedkeeper_derive_master_password	yes	26	0	71_smartcard_seedkeeper_derive_master_password_bottom.bmp	ok
72	smartcard_seedkeeper_reset_secret	yes	26	0	72_smartcard_seedkeeper_reset_secret_bottom.bmp	ok
73	new_seedkeeper_create_mnemonic	yes	26	0	73_new_seedkeeper_create_mnemonic_bottom.bmp	ok
74	load_seedkeeper_mnemonic	yes	26	0	74_load_seedkeeper_mnemonic_bottom.bmp	ok
75	smartcard_certificate_import	yes	26	0	75_smartcard_certificate_import_bottom.bmp	ok
76	satochip_btc_pubkeys	yes	26	0	76_satochip_btc_pubkeys_bottom.bmp	ok
77	satochip_btc_ypub	yes	26	0	77_satochip_btc_ypub_bottom.bmp	ok
78	satochip_btc_tpub	yes	26	0	78_satochip_btc_tpub_bottom.bmp	ok
79	satochip_btc_upub	yes	26	0	79_satochip_btc_upub_bottom.bmp	ok
80	satochip_btc_vpub	yes	26	0	80_satochip_btc_vpub_bottom.bmp	ok
81	pi_self_check	yes	26	0	81_pi_self_check_bottom.bmp	ok
82	tools	yes	26	0	82_tools_bottom.bmp	ok
83	pi_features	yes	26	0	83_pi_features_bottom.bmp	ok
84	settings	yes	26	0	84_settings_bottom.bmp	ok
85	about	yes	26	0	85_about_bottom.bmp	ok
86	boot_login	yes	26	0	86_boot_login_bottom.bmp	ok
87	login_pin	yes	26	0	87_login_pin_bottom.bmp	ok
88	login_passphrase	yes	26	0	88_login_passphrase_bottom.bmp	ok
89	login_encrypted_backup	yes	26	0	89_login_encrypted_backup_bottom.bmp	ok
90	login_clear_session	yes	26	0	90_login_clear_session_bottom.bmp	ok
91	load_mnemonic	yes	26	0	91_load_mnemonic_bottom.bmp	ok
92	load_camera	yes	26	0	92_load_camera_bottom.bmp	ok
93	load_manual	yes	26	0	93_load_manual_bottom.bmp	ok
94	load_digits	yes	26	0	94_load_digits_bottom.bmp	ok
95	load_steel_restore	yes	26	0	95_load_steel_restore_bottom.bmp	ok
96	load_punch_grid	yes	26	0	96_load_punch_grid_bottom.bmp	ok
99	load_sd	yes	26	0	99_load_sd_bottom.bmp	ok
100	load_encrypted_kef	yes	26	0	100_load_encrypted_kef_bottom.bmp	ok
101	new_mnemonic	yes	26	0	101_new_mnemonic_bottom.bmp	ok
102	new_dice_d6	yes	26	0	102_new_dice_d6_bottom.bmp	ok
103	new_coin_entropy	yes	26	0	103_new_coin_entropy_bottom.bmp	ok
104	new_dice_d20	yes	26	0	104_new_dice_d20_bottom.bmp	ok
105	new_cards_entropy	yes	26	0	105_new_cards_entropy_bottom.bmp	ok
106	new_hex_entropy	yes	26	0	106_new_hex_entropy_bottom.bmp	ok
107	new_words_select	yes	26	0	107_new_words_select_bottom.bmp	ok
108	new_camera_entropy	yes	26	0	108_new_camera_entropy_bottom.bmp	ok
109	bip39_check_tools	yes	26	0	109_bip39_check_tools_bottom.bmp	ok
110	pi_mnemonic_advanced	yes	26	0	110_pi_mnemonic_advanced_bottom.bmp	ok
111	bip85_mnemonic	yes	26	0	111_bip85_mnemonic_bottom.bmp	ok
112	tools_secondary_mnemonic	yes	26	0	112_tools_secondary_mnemonic_bottom.bmp	ok
113	wallet_home	yes	26	0	113_wallet_home_bottom.bmp	ok
114	backup_export	yes	26	0	114_backup_export_bottom.bmp	ok
115	backup_seed_words	yes	26	0	115_backup_seed_words_bottom.bmp	ok
116	backup_entropy	yes	26	0	116_backup_entropy_bottom.bmp	ok
117	backup_steel_punch	yes	26	0	117_backup_steel_punch_bottom.bmp	ok
118	backup_stackbit	yes	26	0	118_backup_stackbit_bottom.bmp	ok
119	backup_grid	yes	26	0	119_backup_grid_bottom.bmp	ok
120	backup_seed_qr	yes	26	0	120_backup_seed_qr_bottom.bmp	ok
121	backup_kef	yes	26	0	121_backup_kef_bottom.bmp	ok
122	smartcard_card_info	yes	26	0	122_smartcard_card_info_bottom.bmp	ok
123	satochip_path_address	yes	26	0	123_satochip_path_address_bottom.bmp	ok
124	satochip_btc_zpub	yes	26	0	124_satochip_btc_zpub_bottom.bmp	ok
125	satochip_btc_xpub	yes	26	0	125_satochip_btc_xpub_bottom.bmp	ok
126	tools_create_qr	yes	26	0	126_tools_create_qr_bottom.bmp	ok
127	tools_qr_capture	yes	26	0	127_tools_qr_capture_bottom.bmp	ok
128	tools_file_manager	yes	26	0	128_tools_file_manager_bottom.bmp	ok
129	settings_pin	yes	26	0	129_settings_pin_bottom.bmp	ok
130	settings_display	yes	26	0	130_settings_display_bottom.bmp	ok
131	settings_camera	yes	26	0	131_settings_camera_bottom.bmp	ok
132	settings_wallet	yes	26	0	132_settings_wallet_bottom.bmp	ok
133	settings_security	yes	26	0	133_settings_security_bottom.bmp	ok
134	device_tests	yes	26	0	134_device_tests_bottom.bmp	ok
135	test_screen_touch	yes	26	0	135_test_screen_touch_bottom.bmp	ok
136	test_camera	yes	26	0	136_test_camera_bottom.bmp	ok
137	test_storage	yes	26	0	137_test_storage_bottom.bmp	ok
138	test_power	yes	26	0	138_test_power_bottom.bmp	ok
139	smartcard_probe	yes	26	0	139_smartcard_probe_bottom.bmp	ok
140	system_overview	yes	26	0	140_system_overview_bottom.bmp	ok
141	security_check	yes	26	0	141_security_check_bottom.bmp	ok
142	delivery_check	yes	26	0	142_delivery_check_bottom.bmp	ok
143	load_punch_grid_menu	yes	26	0	143_load_punch_grid_menu_bottom.bmp	ok
144	load_tinyseed_restore	yes	26	0	144_load_tinyseed_restore_bottom.bmp	ok
145	load_stackbit_restore	yes	26	0	145_load_stackbit_restore_bottom.bmp	ok
146	backup_kef	yes	26	0	146_backup_kef_bottom.bmp	ok
147	custom_derivation_mnemonic	no	0	0		not_scrollable
148	custom_derivation_smartcard	no	0	0		not_scrollable
